Song Name,Artist Names,Artist Genre,Is Lofi?,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
We Will Rock You - Remastered,Queen,"['classic rock', 'glam rock', 'rock']",False,0.693,0.49700000000000005,2,-7.316,1,0.11900000000000001,0.679,0.0,0.258,0.473,81.308,122067,4
Pinball Wizard,The Who,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",False,0.5429999999999999,0.715,2,-8.89,1,0.0356,0.0192,0.0,0.256,0.46799999999999997,124.01100000000001,180943,4
Beast Of Burden - Remastered,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",False,0.7859999999999999,0.87,1,-3.875,0,0.0316,0.413,0.0004940000000000001,0.0389,0.8640000000000001,100.66,265173,4
Once in a Lifetime - 2005 Remaster,Talking Heads,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",False,0.644,0.919,2,-6.289,1,0.0561,0.18100000000000002,0.134,0.622,0.871,117.459,259907,4
Peace of Mind,Boston,"['album rock', 'art rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",False,0.42100000000000004,0.677,4,-6.183,1,0.0343,0.000989,9.65e-05,0.21100000000000002,0.6829999999999999,127.67,303587,4
Iron Man - 2012 - Remaster,Black Sabbath,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",False,0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,0.42700000000000005,155.58700000000002,355304,4
Listen to the Music,The Doobie Brothers,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",False,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.9129999999999999,105.929,227267,4
Wild Horses - 2009 Mix,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",False,0.43200000000000005,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,341773,4
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'pop rock', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",False,0.402,0.8140000000000001,10,-4.954,1,0.14,0.0383,1.19e-06,0.266,0.516,170.02,272267,4
Enter Sandman,Metallica,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",False,0.579,0.8240000000000001,6,-8.71,0,0.03,0.00206,0.00903,0.059000000000000004,0.635,123.331,331573,4
Old Time Rock & Roll,Bob Seger,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",False,0.713,0.9309999999999999,6,-2.965,1,0.0394,0.21899999999999997,0.0,0.0694,0.963,124.12700000000001,194147,4
Brown Sugar,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'rock']",False,0.638,0.9309999999999999,0,-3.605,1,0.0363,0.228,0.000295,0.0524,0.965,128.662,228667,4
Down On The Corner,Creedence Clearwater Revival,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",False,0.831,0.544,0,-9.288,1,0.0837,0.594,0.00389,0.0736,0.856,108.177,166280,4
Hey Joe,Jimi Hendrix,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",False,0.34600000000000003,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.49200000000002,210160,4
Can't You See,The Marshall Tucker Band,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock']",False,0.40700000000000003,0.706,7,-5.526,1,0.0348,0.254,0.0069299999999999995,0.125,0.54,164.02200000000002,361227,4
Go Your Own Way,Fleetwood Mac,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",False,0.597,0.812,5,-12.062000000000001,1,0.0315,0.0219,0.00106,0.102,0.823,135.68,218400,4
Gimme Three Steps,Lynyrd Skynyrd,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",False,0.644,0.823,9,-8.092,1,0.0578,0.29600000000000004,0.00115,0.126,0.917,133.39,270293,4
Radar Love,Golden Earring,"['album rock', 'classic rock', 'dutch pop', 'dutch prog', 'dutch rock', 'hard rock', 'nederpop', 'rock']",False,0.504,0.7190000000000001,1,-9.155,0,0.0431,0.00878,0.00149,0.075,0.177,102.14399999999999,386707,4
Won't Get Fooled Again - Original Album Version,The Who,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",False,0.6859999999999999,0.92,2,-6.231,1,0.0566,0.301,0.27,0.0807,0.225,135.02700000000002,511400,4
China Grove,The Doobie Brothers,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",False,0.623,0.91,9,-8.448,1,0.0384,0.319,0.00044800000000000005,0.081,0.745,145.624,195307,4
D'yer Mak'er - Remaster,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",False,0.525,0.929,9,-8.56,0,0.0784,0.262,2.8999999999999997e-05,0.0754,0.556,163.503,262748,4
Don't Stop - 2004 Remaster,Fleetwood Mac,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",False,0.672,0.72,9,-7.781000000000001,1,0.035,0.0373,9.38e-06,0.0371,0.828,118.73100000000001,193347,4
I Want To Hold Your Hand - Remastered 2015,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",False,0.49,0.715,7,-5.5489999999999995,1,0.0476,0.386,0.0,0.311,0.866,130.726,145747,4
Purple Haze,Jimi Hendrix,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",False,0.5329999999999999,0.905,2,-5.27,1,0.0754,0.008759999999999999,0.578,0.0698,0.486,108.9,170813,4
Ramblin' Man,Allman Brothers Band,"['album rock', 'blues rock', 'classic rock', 'country rock', 'double drumming', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']",False,0.311,0.8320000000000001,1,-8.29,1,0.0357,0.486,0.00128,0.235,0.9329999999999999,178.873,288160,4
White Wedding - Pt. 1,Billy Idol,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",False,0.6729999999999999,0.8140000000000001,9,-5.4110000000000005,1,0.0367,0.0133,0.00293,0.34299999999999997,0.728,147.19299999999998,252200,4
November Rain,Guns N' Roses,"['glam metal', 'hard rock', 'rock']",False,0.294,0.6409999999999999,11,-9.316,1,0.0291,0.0163,0.22,0.11199999999999999,0.226,79.759,536067,4
Mississippi Queen,Mountain,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'psychedelic rock', 'rock']",False,0.581,0.624,9,-8.346,1,0.0777,0.0987,0.0,0.0411,0.637,139.714,151293,4
Life's Been Good,Joe Walsh,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock', 'symphonic rock']",False,0.505,0.47600000000000003,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31,536227,4
Behind Blue Eyes - Original Album Version,The Who,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",False,0.39899999999999997,0.518,7,-10.637,1,0.0318,0.22899999999999998,0.00122,0.262,0.285,127.084,223333,4
Who Are You,The Who,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",False,0.6509999999999999,0.6609999999999999,9,-11.405,1,0.0511,0.265,0.00313,0.106,0.489,156.371,378707,4
Revolution - Remastered 2009,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",False,0.40700000000000003,0.8340000000000001,6,-9.224,1,0.20800000000000002,0.0734,0.00021,0.24100000000000002,0.71,121.38,205293,4
Good Times Bad Times - 1993 Remaster,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",False,0.47600000000000003,0.7170000000000001,9,-9.192,1,0.0949,0.0382,7.609999999999999e-05,0.0818,0.753,93.584,166267,4
Runnin' With The Devil,Van Halen,"['album rock', 'classic rock', 'hard rock', 'rock']",False,0.43200000000000005,0.88,1,-5.769,0,0.0656,0.0206,0.00019099999999999998,0.185,0.527,95.59,216733,4
Magic Carpet Ride,Steppenwolf,"['acid rock', 'album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",False,0.616,0.777,4,-12.179,0,0.0549,0.0215,0.075,0.0512,0.7859999999999999,111.73200000000001,260240,4
Love Her Madly,The Doors,"['acid rock', 'album rock', 'classic rock', 'psychedelic rock', 'rock']",False,0.564,0.5870000000000001,4,-7.393,0,0.0316,0.0573,0.00485,0.0416,0.966,147.46200000000002,198467,4
Black Dog - Remaster,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",False,0.43700000000000006,0.8640000000000001,4,-7.8420000000000005,0,0.0904,0.396,0.0314,0.242,0.7490000000000001,81.39399999999999,295387,4
The Boys Of Summer,Don Henley,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'yacht rock']",False,0.516,0.5489999999999999,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.94099999999997,288733,4
Bad Moon Rising,Creedence Clearwater Revival,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",False,0.647,0.762,2,-5.856,1,0.0287,0.0599,3.35e-06,0.0705,0.93,89.837,141600,4
Piece Of My Heart,Janis Joplin,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",False,0.48200000000000004,0.883,4,-3.3480000000000003,1,0.0754,0.0891,0.004220000000000001,0.266,0.594,80.687,253805,4
All Day and All of the Night,The Kinks,"['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",False,0.563,0.915,7,-5.062,1,0.08,0.247,8.46e-05,0.0613,0.71,136.345,142227,4
Dude (Looks Like A Lady),Aerosmith,"['album rock', 'classic rock', 'hard rock', 'rock']",False,0.54,0.982,4,-2.9619999999999997,0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294,265773,4
Here I Go Again 87 - 2017 Remastered Version,Whitesnake,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",False,0.384,0.846,7,-5.591,1,0.0365,0.151,7.730000000000001e-05,0.0913,0.272,90.17200000000001,275693,4
Sunday Bloody Sunday - Remastered 2008,U2,"['irish rock', 'permanent wave', 'rock']",False,0.5429999999999999,0.9440000000000001,6,-7.495,1,0.0543,0.402,0.0005639999999999999,0.0373,0.735,101.17399999999999,279440,4
Midnight Rider,Allman Brothers Band,"['album rock', 'blues rock', 'classic rock', 'country rock', 'double drumming', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']",False,0.392,0.33399999999999996,7,-18.294,1,0.0319,0.515,0.0946,0.0892,0.621,189.394,179933,4
Everywhere,Fleetwood Mac,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",False,0.69,0.54,4,-10.515999999999998,1,0.0317,0.218,0.00657,0.115,0.764,114.846,222733,4
Ramble On - 1990 Remaster,Led Zeppelin,"['album rock', 'classic rock', 'hard rock', 'rock']",False,0.46799999999999997,0.607,9,-11.367,1,0.0336,0.07200000000000001,0.000852,0.225,0.8859999999999999,98.429,263333,4
Somebody To Love - Remastered 2011,Queen,"['classic rock', 'glam rock', 'rock']",False,0.461,0.69,8,-6.957999999999999,1,0.0611,0.16899999999999998,1.01e-06,0.113,0.353,110.915,296480,3
Long Train Runnin',The Doobie Brothers,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",False,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.0021100000000000003,0.0562,0.843,117.399,207267,4
Crazy On You,Heart,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']",False,0.42700000000000005,0.45899999999999996,9,-12.442,0,0.0332,0.11599999999999999,0.000103,0.132,0.38299999999999995,129.878,293440,4
Foreplay / Long Time,Boston,"['album rock', 'art rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",False,0.436,0.657,5,-8.868,1,0.0541,0.00975,0.00748,0.0931,0.21,118.693,467640,4
My Generation - Mono Version,The Who,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",False,0.299,0.787,0,-7.93,0,0.069,0.14,0.0,0.292,0.716,94.79799999999999,198867,4
Break on Through (To the Other Side),The Doors,"['acid rock', 'album rock', 'classic rock', 'psychedelic rock', 'rock']",False,0.42100000000000004,0.7509999999999999,9,-9.584,1,0.0472,0.2,0.0,0.17,0.789,89.839,145867,4
In the End,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",False,0.555,0.8440000000000001,3,-6.567,0,0.0554,0.00834,0.0,0.0895,0.46399999999999997,105.195,216800,4
"Check Yes, Juliet",We The Kings,"['neon pop punk', 'piano rock', 'pop punk', 'pop rock', 'post-teen pop', 'viral pop']",False,0.35200000000000004,0.912,7,-4.253,1,0.0725,0.00197,0.0,0.193,0.35100000000000003,166.795,220147,4
"Dear Maria, Count Me In",All Time Low,"['modern rock', 'pop punk', 'post-teen pop']",False,0.465,0.8959999999999999,2,-3.1260000000000003,1,0.0795,0.00725,0.0,0.20600000000000002,0.569,181.014,182827,4
Fluorescent Adolescent,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",False,0.654,0.828,1,-5.377000000000001,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,183893,4
I Write Sins Not Tragedies,Panic! At The Disco,"['baroque pop', 'emo', 'modern rock', 'pop punk']",False,0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.09400000000002,186635,4
Mr. Brightside,The Killers,"['modern rock', 'permanent wave', 'rock']",False,0.35600000000000004,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.23199999999999998,148.017,222587,4
I'm Just a Kid,Simple Plan,"['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk']",False,0.527,0.8340000000000001,1,-5.531000000000001,1,0.0447,0.00107,0.000102,0.0993,0.42200000000000004,110.065,198333,4
"Sugar, We're Goin Down",Fall Out Boy,"['emo', 'modern rock', 'pop punk']",False,0.494,0.8420000000000001,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,229093,4
Gives You Hell,The All-American Rejects,"['modern rock', 'neo mellow', 'pop punk', 'pop rock']",False,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,213107,4
Teenagers,My Chemical Romance,"['emo', 'modern rock', 'pop punk']",False,0.46299999999999997,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,161920,4
Ocean Avenue,Yellowcard,"['bow pop', 'emo', 'pop punk', 'pop rock', 'socal pop punk']",False,0.486,0.904,6,-3.7510000000000003,0,0.0638,3.43e-05,2.8300000000000003e-05,0.0947,0.7859999999999999,173.734,198267,4
Island In The Sun,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop punk', 'pop rock', 'rock']",False,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.6609999999999999,114.62299999999999,200307,4
Misery Business,Paramore,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']",False,0.517,0.9059999999999999,1,-3.677,1,0.0735,0.0027199999999999998,9.26e-06,0.113,0.731,172.977,211520,4
First Date,blink-182,"['pop punk', 'punk', 'socal pop punk']",False,0.579,0.9279999999999999,0,-4.343999999999999,1,0.0411,0.000715,0.0,0.18,0.882,95.594,171533,4
American Idiot,Green Day,"['permanent wave', 'pop punk', 'punk']",False,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.859999999999999e-05,0.368,0.769,186.113,176346,4
Thnks fr th Mmrs,Fall Out Boy,"['emo', 'modern rock', 'pop punk']",False,0.45899999999999996,0.8909999999999999,10,-5.0569999999999995,0,0.0623,0.00511,0.0,0.106,0.588,154.83700000000002,203507,4
Face Down,The Red Jumpsuit Apparatus,"['emo', 'pop punk', 'pop rock', 'screamo']",False,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.46399999999999997,92.956,192000,4
Welcome to the Black Parade,My Chemical Romance,"['emo', 'modern rock', 'pop punk']",False,0.217,0.905,2,-4.103,1,0.0752,0.00028900000000000003,0.00011,0.222,0.23600000000000002,96.95,311107,4
The Anthem,Good Charlotte,"['alternative metal', 'pop punk']",False,0.494,0.9390000000000001,1,-3.127,1,0.126,0.006659999999999999,0.0,0.139,0.893,177.75099999999998,175093,4
Welcome to My Life,Simple Plan,"['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk']",False,0.42100000000000004,0.858,1,-4.535,1,0.0963,0.0134,0.0,0.067,0.491,173.255,206773,4
The Middle,Jimmy Eat World,"['emo', 'modern power pop', 'modern rock', 'pop punk', 'pop rock', 'rock']",False,0.629,0.897,2,-3.4010000000000002,1,0.0483,0.0424,0.0,0.263,0.93,161.944,168253,4
I Miss You,blink-182,"['pop punk', 'punk', 'socal pop punk']",False,0.664,0.7809999999999999,11,-6.547000000000001,1,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0,227240,4
Boulevard of Broken Dreams,Green Day,"['permanent wave', 'pop punk', 'punk']",False,0.496,0.682,8,-4.095,1,0.0294,0.005520000000000001,2.94e-05,0.0589,0.474,167.06,262333,4
"Dance, Dance",Fall Out Boy,"['emo', 'modern rock', 'pop punk']",False,0.622,0.961,11,-3.198,0,0.154,0.005229999999999999,0.0,0.0854,0.449,114.45200000000001,180267,4
When You Were Young,The Killers,"['modern rock', 'permanent wave', 'rock']",False,0.467,0.988,11,-3.313,1,0.11199999999999999,0.000152,0.0484,0.28,0.321,130.433,220427,4
Beverly Hills,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop punk', 'pop rock', 'rock']",False,0.693,0.823,5,-3.761,1,0.0726,0.0932,0.0,0.32799999999999996,0.741,87.904,196093,4
Last Nite,The Strokes,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",False,0.624,0.899,0,-5.71,1,0.0295,0.0223,0.000155,0.0975,0.797,104.055,193373,4
Can't Stop,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",False,0.618,0.938,9,-3.4419999999999997,1,0.0456,0.0179,0.0,0.16699999999999998,0.875,91.455,269000,4
Use Somebody,Kings of Leon,"['modern rock', 'rock']",False,0.276,0.715,0,-5.356,1,0.0432,0.005520000000000001,0.000417,0.201,0.17300000000000001,137.028,230760,4
Supermassive Black Hole,Muse,"['modern rock', 'permanent wave', 'rock']",False,0.6679999999999999,0.9209999999999999,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440,4
21 Guns,Green Day,"['permanent wave', 'pop punk', 'punk']",False,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.41600000000000004,159.779,321093,4
In Too Deep,Sum 41,"['alternative metal', 'canadian pop punk', 'canadian punk', 'nu metal', 'pop punk', 'punk']",False,0.568,0.8440000000000001,9,-5.875,1,0.0505,0.00018899999999999999,0.0,0.0607,0.7659999999999999,116.046,207093,4
The Diary of Jane - Single Version,Breaking Benjamin,"['alternative metal', 'nu metal', 'post-grunge']",False,0.392,0.965,10,-4.441,0,0.063,6.97e-05,0.0427,0.106,0.298,167.09400000000002,200547,4
Numb,Linkin Park,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",False,0.496,0.863,9,-4.1530000000000005,1,0.0381,0.0046,0.0,0.639,0.243,110.01799999999999,185587,4
I Hate Everything About You,Three Days Grace,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'pop punk', 'post-grunge']",False,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.45299999999999996,89.34200000000001,231480,4
Dani California,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",False,0.556,0.9129999999999999,0,-2.36,1,0.0437,0.0193,8.59e-06,0.34600000000000003,0.73,96.184,282160,4
Take Me Out,Franz Ferdinand,"['alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'rock', 'scottish rock']",False,0.27899999999999997,0.664,9,-8.851,1,0.0371,0.000389,0.000655,0.133,0.49,104.56,237027,4
"You're Gonna Go Far, Kid",The Offspring,"['alternative metal', 'permanent wave', 'pop punk', 'punk', 'rock', 'skate punk', 'socal pop punk']",False,0.55,0.917,0,-3.159,1,0.0638,0.00428,0.0,0.19699999999999998,0.601,126.115,177827,4
Holiday,Green Day,"['permanent wave', 'pop punk', 'punk']",False,0.5379999999999999,0.884,8,-3.2510000000000003,1,0.031,0.000138,0.0,0.466,0.736,146.511,233027,4
Stop Crying Your Heart Out,Oasis,"['beatlesque', 'britpop', 'madchester', 'modern rock', 'permanent wave', 'rock']",False,0.375,0.564,2,-5.352,1,0.0297,0.0787,1.37e-06,0.11800000000000001,0.0924,74.944,305160,4
The Kill (Bury Me),Thirty Seconds To Mars,"['modern rock', 'pop punk', 'post-grunge', 'rock']",False,0.179,0.912,4,-3.8810000000000002,0,0.0791,0.0014,0.000294,0.5820000000000001,0.289,182.99,231533,3
The Reason,Hoobastank,"['alternative metal', 'funk metal', 'nu metal', 'pop punk', 'pop rock', 'post-grunge']",False,0.447,0.6679999999999999,4,-4.683,1,0.0294,0.0127,0.0,0.152,0.0695,82.904,232800,4
Are You Gonna Be My Girl,Jet,"['alternative rock', 'garage rock', 'modern rock', 'rock']",False,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800,4
Jerk It Out,Caesars,['swedish indie rock'],False,0.58,0.981,8,-2.603,0,0.06,0.0171,1.07e-05,0.386,0.861,134.007,195667,4
Rockstar,Nickelback,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",False,0.616,0.91,0,-3.0039999999999996,1,0.0386,0.0459,0.0,0.34299999999999997,0.693,144.07299999999998,252040,4
Sex on Fire,Kings of Leon,"['modern rock', 'rock']",False,0.542,0.905,9,-5.653,1,0.054000000000000006,0.00172,0.0104,0.136,0.374,153.398,203347,4
Savior,Rise Against,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'pop punk', 'punk']",False,0.33899999999999997,0.9309999999999999,5,-3.425,0,0.062,0.0015,0.00014199999999999998,0.425,0.467,112.54799999999999,242280,4
Fake It,Seether,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",False,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,193893,4
Rock N Roll Train,AC/DC,"['album rock', 'australian rock', 'hard rock', 'rock']",False,0.547,0.9309999999999999,2,-2.356,1,0.0615,0.000998,0.0118,0.278,0.6970000000000001,118.4,261507,4
Beautiful Day,U2,"['irish rock', 'permanent wave', 'rock']",False,0.536,0.9279999999999999,11,-6.492000000000001,0,0.0589,0.0154,0.00134,0.2,0.389,136.25799999999998,248400,4
Wild (feat. Gary Clark Jr.),John Legend,"['neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",False,0.557,0.585,8,-6.2010000000000005,1,0.0431,0.036000000000000004,0.0,0.17600000000000002,0.305,63.391999999999996,196907,4
Fly Away,Tones And I,['australian pop'],False,0.805,0.515,4,-6.2010000000000005,1,0.0915,0.223,0.0,0.23800000000000002,0.488,124.969,178157,4
Broke (feat. Thomas Rhett),Teddy Swims,[],False,0.8290000000000001,0.767,11,-4.706,0,0.0474,0.00633,0.000867,0.142,0.8490000000000001,118.079,160692,4
Share That Love (feat. G-Eazy),Lukas Graham,"['danish pop', 'pop', 'scandipop']",False,0.715,0.6579999999999999,11,-4.303999999999999,0,0.106,0.162,0.0,0.0742,0.795,158.024,172399,4
Lean On Me,Sandro Cavazza,['swedish pop'],False,0.799,0.419,6,-7.99,1,0.174,0.41200000000000003,0.0,0.203,0.716,156.055,182497,4
All Love Everything,Aloe Blacc,"['pop soul', 'r&b']",False,0.726,0.562,4,-8.226,1,0.0817,0.166,0.0,0.0774,0.757,160.157,147947,4
sunday,Joy Oladokun,"['electropop', 'indie cafe pop', 'indie folk', 'la pop']",False,0.636,0.466,6,-9.131,1,0.0417,0.105,0.0,0.147,0.371,75.999,193787,4
Kids Again,Sam Smith,"['pop', 'post-teen pop', 'uk pop']",False,0.6659999999999999,0.726,11,-2.998,1,0.0262,0.486,0.0,0.0892,0.46799999999999997,128.04399999999998,207528,4
At My Worst,Pink Sweat$,"['bedroom soul', 'pop']",False,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,170345,4
Alright (feat. Russell Dickerson),Clara Mae,"['dance pop', 'electropop', 'indie cafe pop', 'pop', 'social media pop', 'swedish pop']",False,0.544,0.738,6,-4.944,1,0.106,0.368,0.0,0.0993,0.41,146.976,161085,4
A Little Bit Yours,JP Saxe,"['canadian contemporary r&b', 'pop']",False,0.598,0.295,1,-8.552999999999999,1,0.0276,0.735,0.0,0.107,0.314,87.025,225680,4
One Too Many,Keith Urban,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",False,0.6970000000000001,0.535,4,-6.504,1,0.068,0.247,0.0,0.569,0.594,82.959,203893,4
Honeybee,The Head and the Heart,"['folk-pop', 'indie folk', 'modern rock', 'new americana', 'seattle indie', 'stomp and holler']",False,0.642,0.52,9,-7.886,1,0.0387,0.11800000000000001,0.000509,0.552,0.488,136.014,196055,4
Shades In The Rain,Sandro Cavazza,['swedish pop'],False,0.532,0.514,7,-7.072,0,0.0322,0.535,0.0,0.105,0.534,138.093,195094,4
slow summer,Zachary Knowles,"['bedroom soul', 'chill pop', 'indie cafe pop']",False,0.6579999999999999,0.431,5,-8.902000000000001,1,0.0437,0.8170000000000001,8.28e-06,0.21,0.46399999999999997,90.00299999999999,168782,4
happiness,John K,"['electropop', 'pop', 'post-teen pop']",False,0.8009999999999999,0.711,11,-4.213,1,0.0529,0.10300000000000001,0.0,0.254,0.682,123.03,195974,4
Pride (with mxmtoon),Noah Kahan,"['indiecoustica', 'pop', 'pop rock']",False,0.8390000000000001,0.444,0,-6.386,1,0.226,0.475,2.58e-06,0.297,0.486,105.066,169453,4
